source,frame,sub,field,index,expected
OVERFLOW,57,0,bitstream_gb,-1,
OVERFLOW,57,0,pitch_t_int,-1,
OVERFLOW,57,0,pitch_t_frac,-1,
OVERFLOW,57,0,adaptive_gain_before_q14,-1,
OVERFLOW,57,0,pitch_instability_flag_q0,-1,
OVERFLOW,57,0,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,57,0,fixed_gain_q14,-1,
OVERFLOW,57,0,past_exc_rms_x100,-1,
OVERFLOW,57,0,past_tail_rms_x100,-1,
OVERFLOW,57,0,adaptive_v_rms_x100,-1,
OVERFLOW,57,0,pitch_contrib_rms_x100,-1,
OVERFLOW,57,0,fixed_contrib_rms_x100,-1,
OVERFLOW,57,0,excitation_u_rms_x100,-1,
OVERFLOW,57,0,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,57,0,past_to_fixed_ratio_x100,-1,
OVERFLOW,57,1,bitstream_ga,-1,
OVERFLOW,57,1,bitstream_gb,-1,
OVERFLOW,57,1,pitch_t_int,-1,
OVERFLOW,57,1,pitch_t_frac,-1,
OVERFLOW,57,1,adaptive_gain_before_q14,-1,
OVERFLOW,57,1,pitch_instability_flag_q0,-1,
OVERFLOW,57,1,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,57,1,fixed_gain_q14,-1,
OVERFLOW,57,1,past_exc_rms_x100,-1,
OVERFLOW,57,1,past_tail_rms_x100,-1,
OVERFLOW,57,1,adaptive_v_rms_x100,-1,
OVERFLOW,57,1,pitch_contrib_rms_x100,-1,
OVERFLOW,57,1,fixed_contrib_rms_x100,-1,
OVERFLOW,57,1,excitation_u_rms_x100,-1,
OVERFLOW,57,1,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,57,1,past_to_fixed_ratio_x100,-1,
OVERFLOW,58,0,bitstream_ga,-1,
OVERFLOW,58,0,bitstream_gb,-1,
OVERFLOW,58,0,pitch_t_int,-1,
OVERFLOW,58,0,pitch_t_frac,-1,
OVERFLOW,58,0,adaptive_gain_before_q14,-1,
OVERFLOW,58,0,pitch_instability_flag_q0,-1,
OVERFLOW,58,0,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,58,0,fixed_gain_q14,-1,
OVERFLOW,58,0,past_exc_rms_x100,-1,
OVERFLOW,58,0,past_tail_rms_x100,-1,
OVERFLOW,58,0,adaptive_v_rms_x100,-1,
OVERFLOW,58,0,pitch_contrib_rms_x100,-1,
OVERFLOW,58,0,fixed_contrib_rms_x100,-1,
OVERFLOW,58,0,excitation_u_rms_x100,-1,
OVERFLOW,58,0,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,58,0,past_to_fixed_ratio_x100,-1,
OVERFLOW,59,0,bitstream_ga,-1,
OVERFLOW,59,0,bitstream_gb,-1,
OVERFLOW,59,0,pitch_t_int,-1,
OVERFLOW,59,0,pitch_t_frac,-1,
OVERFLOW,59,0,adaptive_gain_before_q14,-1,
OVERFLOW,59,0,pitch_instability_flag_q0,-1,
OVERFLOW,59,0,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,59,0,fixed_gain_q14,-1,
OVERFLOW,59,0,past_exc_rms_x100,-1,
OVERFLOW,59,0,past_tail_rms_x100,-1,
OVERFLOW,59,0,adaptive_v_rms_x100,-1,
OVERFLOW,59,0,pitch_contrib_rms_x100,-1,
OVERFLOW,59,0,fixed_contrib_rms_x100,-1,
OVERFLOW,59,0,excitation_u_rms_x100,-1,
OVERFLOW,59,0,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,59,0,past_to_fixed_ratio_x100,-1,
OVERFLOW,60,1,bitstream_ga,-1,
OVERFLOW,60,1,bitstream_gb,-1,
OVERFLOW,60,1,pitch_t_int,-1,
OVERFLOW,60,1,pitch_t_frac,-1,
OVERFLOW,60,1,adaptive_gain_before_q14,-1,
OVERFLOW,60,1,pitch_instability_flag_q0,-1,
OVERFLOW,60,1,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,60,1,fixed_gain_q14,-1,
OVERFLOW,60,1,past_exc_rms_x100,-1,
OVERFLOW,60,1,past_tail_rms_x100,-1,
OVERFLOW,60,1,adaptive_v_rms_x100,-1,
OVERFLOW,60,1,pitch_contrib_rms_x100,-1,
OVERFLOW,60,1,fixed_contrib_rms_x100,-1,
OVERFLOW,60,1,excitation_u_rms_x100,-1,
OVERFLOW,60,1,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,60,1,past_to_fixed_ratio_x100,-1,
OVERFLOW,61,0,bitstream_ga,-1,
OVERFLOW,61,0,bitstream_gb,-1,
OVERFLOW,61,0,pitch_t_int,-1,
OVERFLOW,61,0,pitch_t_frac,-1,
OVERFLOW,61,0,adaptive_gain_before_q14,-1,
OVERFLOW,61,0,pitch_instability_flag_q0,-1,
OVERFLOW,61,0,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,61,0,fixed_gain_q14,-1,
OVERFLOW,61,0,past_exc_rms_x100,-1,
OVERFLOW,61,0,past_tail_rms_x100,-1,
OVERFLOW,61,0,adaptive_v_rms_x100,-1,
OVERFLOW,61,0,pitch_contrib_rms_x100,-1,
OVERFLOW,61,0,fixed_contrib_rms_x100,-1,
OVERFLOW,61,0,excitation_u_rms_x100,-1,
OVERFLOW,61,0,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,61,0,past_to_fixed_ratio_x100,-1,
OVERFLOW,61,1,bitstream_ga,-1,
OVERFLOW,61,1,bitstream_gb,-1,
OVERFLOW,61,1,pitch_t_int,-1,
OVERFLOW,61,1,pitch_t_frac,-1,
OVERFLOW,61,1,adaptive_gain_before_q14,-1,
OVERFLOW,61,1,pitch_instability_flag_q0,-1,
OVERFLOW,61,1,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,61,1,fixed_gain_q14,-1,
OVERFLOW,61,1,past_exc_rms_x100,-1,
OVERFLOW,61,1,past_tail_rms_x100,-1,
OVERFLOW,61,1,adaptive_v_rms_x100,-1,
OVERFLOW,61,1,pitch_contrib_rms_x100,-1,
OVERFLOW,61,1,fixed_contrib_rms_x100,-1,
OVERFLOW,61,1,excitation_u_rms_x100,-1,
OVERFLOW,61,1,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,61,1,past_to_fixed_ratio_x100,-1,
OVERFLOW,62,0,bitstream_ga,-1,
OVERFLOW,62,0,bitstream_gb,-1,
OVERFLOW,62,0,pitch_t_int,-1,
OVERFLOW,62,0,pitch_t_frac,-1,
OVERFLOW,62,0,adaptive_gain_before_q14,-1,
OVERFLOW,62,0,pitch_instability_flag_q0,-1,
OVERFLOW,62,0,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,62,0,fixed_gain_q14,-1,
OVERFLOW,62,0,past_exc_rms_x100,-1,
OVERFLOW,62,0,past_tail_rms_x100,-1,
OVERFLOW,62,0,adaptive_v_rms_x100,-1,
OVERFLOW,62,0,pitch_contrib_rms_x100,-1,
OVERFLOW,62,0,fixed_contrib_rms_x100,-1,
OVERFLOW,62,0,excitation_u_rms_x100,-1,
OVERFLOW,62,0,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,62,0,past_to_fixed_ratio_x100,-1,
OVERFLOW,62,1,bitstream_ga,-1,
OVERFLOW,62,1,bitstream_gb,-1,
OVERFLOW,62,1,pitch_t_int,-1,
OVERFLOW,62,1,pitch_t_frac,-1,
OVERFLOW,62,1,adaptive_gain_before_q14,-1,
OVERFLOW,62,1,pitch_instability_flag_q0,-1,
OVERFLOW,62,1,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,62,1,fixed_gain_q14,-1,
OVERFLOW,62,1,past_exc_rms_x100,-1,
OVERFLOW,62,1,past_tail_rms_x100,-1,
OVERFLOW,62,1,adaptive_v_rms_x100,-1,
OVERFLOW,62,1,pitch_contrib_rms_x100,-1,
OVERFLOW,62,1,fixed_contrib_rms_x100,-1,
OVERFLOW,62,1,excitation_u_rms_x100,-1,
OVERFLOW,62,1,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,62,1,past_to_fixed_ratio_x100,-1,
OVERFLOW,63,0,bitstream_ga,-1,
OVERFLOW,63,0,bitstream_gb,-1,
OVERFLOW,63,0,pitch_t_int,-1,
OVERFLOW,63,0,pitch_t_frac,-1,
OVERFLOW,63,0,adaptive_gain_before_q14,-1,
OVERFLOW,63,0,pitch_instability_flag_q0,-1,
OVERFLOW,63,0,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,63,0,fixed_gain_q14,-1,
OVERFLOW,63,0,past_exc_rms_x100,-1,
OVERFLOW,63,0,past_tail_rms_x100,-1,
OVERFLOW,63,0,adaptive_v_rms_x100,-1,
OVERFLOW,63,0,pitch_contrib_rms_x100,-1,
OVERFLOW,63,0,fixed_contrib_rms_x100,-1,
OVERFLOW,63,0,excitation_u_rms_x100,-1,
OVERFLOW,63,0,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,63,0,past_to_fixed_ratio_x100,-1,
OVERFLOW,64,0,bitstream_ga,-1,
OVERFLOW,64,0,bitstream_gb,-1,
OVERFLOW,64,0,pitch_t_int,-1,
OVERFLOW,64,0,pitch_t_frac,-1,
OVERFLOW,64,0,adaptive_gain_before_q14,-1,
OVERFLOW,64,0,pitch_instability_flag_q0,-1,
OVERFLOW,64,0,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,64,0,fixed_gain_q14,-1,
OVERFLOW,64,0,past_exc_rms_x100,-1,
OVERFLOW,64,0,past_tail_rms_x100,-1,
OVERFLOW,64,0,adaptive_v_rms_x100,-1,
OVERFLOW,64,0,pitch_contrib_rms_x100,-1,
OVERFLOW,64,0,fixed_contrib_rms_x100,-1,
OVERFLOW,64,0,excitation_u_rms_x100,-1,
OVERFLOW,64,0,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,64,0,past_to_fixed_ratio_x100,-1,
OVERFLOW,65,0,bitstream_ga,-1,
OVERFLOW,65,0,bitstream_gb,-1,
OVERFLOW,65,0,pitch_t_int,-1,
OVERFLOW,65,0,pitch_t_frac,-1,
OVERFLOW,65,0,adaptive_gain_before_q14,-1,
OVERFLOW,65,0,pitch_instability_flag_q0,-1,
OVERFLOW,65,0,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,65,0,fixed_gain_q14,-1,
OVERFLOW,65,0,past_exc_rms_x100,-1,
OVERFLOW,65,0,past_tail_rms_x100,-1,
OVERFLOW,65,0,adaptive_v_rms_x100,-1,
OVERFLOW,65,0,pitch_contrib_rms_x100,-1,
OVERFLOW,65,0,fixed_contrib_rms_x100,-1,
OVERFLOW,65,0,excitation_u_rms_x100,-1,
OVERFLOW,65,0,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,65,0,past_to_fixed_ratio_x100,-1,
OVERFLOW,65,1,bitstream_ga,-1,
OVERFLOW,65,1,bitstream_gb,-1,
OVERFLOW,65,1,pitch_t_int,-1,
OVERFLOW,65,1,pitch_t_frac,-1,
OVERFLOW,65,1,adaptive_gain_before_q14,-1,
OVERFLOW,65,1,pitch_instability_flag_q0,-1,
OVERFLOW,65,1,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,65,1,fixed_gain_q14,-1,
OVERFLOW,65,1,past_exc_rms_x100,-1,
OVERFLOW,65,1,past_tail_rms_x100,-1,
OVERFLOW,65,1,adaptive_v_rms_x100,-1,
OVERFLOW,65,1,pitch_contrib_rms_x100,-1,
OVERFLOW,65,1,fixed_contrib_rms_x100,-1,
OVERFLOW,65,1,excitation_u_rms_x100,-1,
OVERFLOW,65,1,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,65,1,past_to_fixed_ratio_x100,-1,
OVERFLOW,66,0,bitstream_ga,-1,
OVERFLOW,66,0,bitstream_gb,-1,
OVERFLOW,66,0,pitch_t_int,-1,
OVERFLOW,66,0,pitch_t_frac,-1,
OVERFLOW,66,0,adaptive_gain_before_q14,-1,
OVERFLOW,66,0,pitch_instability_flag_q0,-1,
OVERFLOW,66,0,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,66,0,fixed_gain_q14,-1,
OVERFLOW,66,0,past_exc_rms_x100,-1,
OVERFLOW,66,0,past_tail_rms_x100,-1,
OVERFLOW,66,0,adaptive_v_rms_x100,-1,
OVERFLOW,66,0,pitch_contrib_rms_x100,-1,
OVERFLOW,66,0,fixed_contrib_rms_x100,-1,
OVERFLOW,66,0,excitation_u_rms_x100,-1,
OVERFLOW,66,0,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,66,0,past_to_fixed_ratio_x100,-1,
OVERFLOW,66,1,bitstream_ga,-1,
OVERFLOW,66,1,bitstream_gb,-1,
OVERFLOW,66,1,pitch_t_int,-1,
OVERFLOW,66,1,pitch_t_frac,-1,
OVERFLOW,66,1,adaptive_gain_before_q14,-1,
OVERFLOW,66,1,pitch_instability_flag_q0,-1,
OVERFLOW,66,1,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,66,1,fixed_gain_q14,-1,
OVERFLOW,66,1,past_exc_rms_x100,-1,
OVERFLOW,66,1,past_tail_rms_x100,-1,
OVERFLOW,66,1,adaptive_v_rms_x100,-1,
OVERFLOW,66,1,pitch_contrib_rms_x100,-1,
OVERFLOW,66,1,fixed_contrib_rms_x100,-1,
OVERFLOW,66,1,excitation_u_rms_x100,-1,
OVERFLOW,66,1,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,66,1,past_to_fixed_ratio_x100,-1,
OVERFLOW,67,0,bitstream_ga,-1,
OVERFLOW,67,0,bitstream_gb,-1,
OVERFLOW,67,0,pitch_t_int,-1,
OVERFLOW,67,0,pitch_t_frac,-1,
OVERFLOW,67,0,adaptive_gain_before_q14,-1,
OVERFLOW,67,0,pitch_instability_flag_q0,-1,
OVERFLOW,67,0,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,67,0,fixed_gain_q14,-1,
OVERFLOW,67,0,past_exc_rms_x100,-1,
OVERFLOW,67,0,past_tail_rms_x100,-1,
OVERFLOW,67,0,adaptive_v_rms_x100,-1,
OVERFLOW,67,0,pitch_contrib_rms_x100,-1,
OVERFLOW,67,0,fixed_contrib_rms_x100,-1,
OVERFLOW,67,0,excitation_u_rms_x100,-1,
OVERFLOW,67,0,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,67,0,past_to_fixed_ratio_x100,-1,
OVERFLOW,67,1,bitstream_ga,-1,
OVERFLOW,67,1,bitstream_gb,-1,
OVERFLOW,67,1,pitch_t_int,-1,
OVERFLOW,67,1,pitch_t_frac,-1,
OVERFLOW,67,1,adaptive_gain_before_q14,-1,
OVERFLOW,67,1,pitch_instability_flag_q0,-1,
OVERFLOW,67,1,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,67,1,fixed_gain_q14,-1,
OVERFLOW,67,1,past_exc_rms_x100,-1,
OVERFLOW,67,1,past_tail_rms_x100,-1,
OVERFLOW,67,1,adaptive_v_rms_x100,-1,
OVERFLOW,67,1,pitch_contrib_rms_x100,-1,
OVERFLOW,67,1,fixed_contrib_rms_x100,-1,
OVERFLOW,67,1,excitation_u_rms_x100,-1,
OVERFLOW,67,1,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,67,1,past_to_fixed_ratio_x100,-1,
OVERFLOW,68,0,bitstream_ga,-1,
OVERFLOW,68,0,bitstream_gb,-1,
OVERFLOW,68,0,pitch_t_int,-1,
OVERFLOW,68,0,pitch_t_frac,-1,
OVERFLOW,68,0,adaptive_gain_before_q14,-1,
OVERFLOW,68,0,pitch_instability_flag_q0,-1,
OVERFLOW,68,0,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,68,0,fixed_gain_q14,-1,
OVERFLOW,68,0,past_exc_rms_x100,-1,
OVERFLOW,68,0,past_tail_rms_x100,-1,
OVERFLOW,68,0,adaptive_v_rms_x100,-1,
OVERFLOW,68,0,pitch_contrib_rms_x100,-1,
OVERFLOW,68,0,fixed_contrib_rms_x100,-1,
OVERFLOW,68,0,excitation_u_rms_x100,-1,
OVERFLOW,68,0,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,68,0,past_to_fixed_ratio_x100,-1,
OVERFLOW,69,0,bitstream_ga,-1,
OVERFLOW,69,0,bitstream_gb,-1,
OVERFLOW,69,0,pitch_t_int,-1,
OVERFLOW,69,0,pitch_t_frac,-1,
OVERFLOW,69,0,adaptive_gain_before_q14,-1,
OVERFLOW,69,0,pitch_instability_flag_q0,-1,
OVERFLOW,69,0,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,69,0,fixed_gain_q14,-1,
OVERFLOW,69,0,past_exc_rms_x100,-1,
OVERFLOW,69,0,past_tail_rms_x100,-1,
OVERFLOW,69,0,adaptive_v_rms_x100,-1,
OVERFLOW,69,0,pitch_contrib_rms_x100,-1,
OVERFLOW,69,0,fixed_contrib_rms_x100,-1,
OVERFLOW,69,0,excitation_u_rms_x100,-1,
OVERFLOW,69,0,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,69,0,past_to_fixed_ratio_x100,-1,
OVERFLOW,70,1,bitstream_ga,-1,
OVERFLOW,70,1,bitstream_gb,-1,
OVERFLOW,70,1,pitch_t_int,-1,
OVERFLOW,70,1,pitch_t_frac,-1,
OVERFLOW,70,1,adaptive_gain_before_q14,-1,
OVERFLOW,70,1,pitch_instability_flag_q0,-1,
OVERFLOW,70,1,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,70,1,fixed_gain_q14,-1,
OVERFLOW,70,1,past_exc_rms_x100,-1,
OVERFLOW,70,1,past_tail_rms_x100,-1,
OVERFLOW,70,1,adaptive_v_rms_x100,-1,
OVERFLOW,70,1,pitch_contrib_rms_x100,-1,
OVERFLOW,70,1,fixed_contrib_rms_x100,-1,
OVERFLOW,70,1,excitation_u_rms_x100,-1,
OVERFLOW,70,1,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,70,1,past_to_fixed_ratio_x100,-1,
OVERFLOW,71,0,bitstream_ga,-1,
OVERFLOW,71,0,bitstream_gb,-1,
OVERFLOW,71,0,pitch_t_int,-1,
OVERFLOW,71,0,pitch_t_frac,-1,
OVERFLOW,71,0,adaptive_gain_before_q14,-1,
OVERFLOW,71,0,pitch_instability_flag_q0,-1,
OVERFLOW,71,0,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,71,0,fixed_gain_q14,-1,
OVERFLOW,71,0,past_exc_rms_x100,-1,
OVERFLOW,71,0,past_tail_rms_x100,-1,
OVERFLOW,71,0,adaptive_v_rms_x100,-1,
OVERFLOW,71,0,pitch_contrib_rms_x100,-1,
OVERFLOW,71,0,fixed_contrib_rms_x100,-1,
OVERFLOW,71,0,excitation_u_rms_x100,-1,
OVERFLOW,71,0,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,71,0,past_to_fixed_ratio_x100,-1,
OVERFLOW,71,1,bitstream_ga,-1,
OVERFLOW,71,1,bitstream_gb,-1,
OVERFLOW,71,1,pitch_t_int,-1,
OVERFLOW,71,1,pitch_t_frac,-1,
OVERFLOW,71,1,adaptive_gain_before_q14,-1,
OVERFLOW,71,1,pitch_instability_flag_q0,-1,
OVERFLOW,71,1,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,71,1,fixed_gain_q14,-1,
OVERFLOW,71,1,past_exc_rms_x100,-1,
OVERFLOW,71,1,past_tail_rms_x100,-1,
OVERFLOW,71,1,adaptive_v_rms_x100,-1,
OVERFLOW,71,1,pitch_contrib_rms_x100,-1,
OVERFLOW,71,1,fixed_contrib_rms_x100,-1,
OVERFLOW,71,1,excitation_u_rms_x100,-1,
OVERFLOW,71,1,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,71,1,past_to_fixed_ratio_x100,-1,
OVERFLOW,72,0,bitstream_ga,-1,
OVERFLOW,72,0,bitstream_gb,-1,
OVERFLOW,72,0,pitch_t_int,-1,
OVERFLOW,72,0,pitch_t_frac,-1,
OVERFLOW,72,0,adaptive_gain_before_q14,-1,
OVERFLOW,72,0,pitch_instability_flag_q0,-1,
OVERFLOW,72,0,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,72,0,fixed_gain_q14,-1,
OVERFLOW,72,0,past_exc_rms_x100,-1,
OVERFLOW,72,0,past_tail_rms_x100,-1,
OVERFLOW,72,0,adaptive_v_rms_x100,-1,
OVERFLOW,72,0,pitch_contrib_rms_x100,-1,
OVERFLOW,72,0,fixed_contrib_rms_x100,-1,
OVERFLOW,72,0,excitation_u_rms_x100,-1,
OVERFLOW,72,0,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,72,0,past_to_fixed_ratio_x100,-1,
OVERFLOW,72,1,bitstream_ga,-1,
OVERFLOW,72,1,bitstream_gb,-1,
OVERFLOW,72,1,pitch_t_int,-1,
OVERFLOW,72,1,pitch_t_frac,-1,
OVERFLOW,72,1,adaptive_gain_before_q14,-1,
OVERFLOW,72,1,pitch_instability_flag_q0,-1,
OVERFLOW,72,1,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,72,1,fixed_gain_q14,-1,
OVERFLOW,72,1,past_exc_rms_x100,-1,
OVERFLOW,72,1,past_tail_rms_x100,-1,
OVERFLOW,72,1,adaptive_v_rms_x100,-1,
OVERFLOW,72,1,pitch_contrib_rms_x100,-1,
OVERFLOW,72,1,fixed_contrib_rms_x100,-1,
OVERFLOW,72,1,excitation_u_rms_x100,-1,
OVERFLOW,72,1,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,72,1,past_to_fixed_ratio_x100,-1,
OVERFLOW,73,1,bitstream_ga,-1,
OVERFLOW,73,1,bitstream_gb,-1,
OVERFLOW,73,1,pitch_t_int,-1,
OVERFLOW,73,1,pitch_t_frac,-1,
OVERFLOW,73,1,adaptive_gain_before_q14,-1,
OVERFLOW,73,1,pitch_instability_flag_q0,-1,
OVERFLOW,73,1,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,73,1,fixed_gain_q14,-1,
OVERFLOW,73,1,past_exc_rms_x100,-1,
OVERFLOW,73,1,past_tail_rms_x100,-1,
OVERFLOW,73,1,adaptive_v_rms_x100,-1,
OVERFLOW,73,1,pitch_contrib_rms_x100,-1,
OVERFLOW,73,1,fixed_contrib_rms_x100,-1,
OVERFLOW,73,1,excitation_u_rms_x100,-1,
OVERFLOW,73,1,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,73,1,past_to_fixed_ratio_x100,-1,
OVERFLOW,74,0,bitstream_ga,-1,
OVERFLOW,74,0,bitstream_gb,-1,
OVERFLOW,74,0,pitch_t_int,-1,
OVERFLOW,74,0,pitch_t_frac,-1,
OVERFLOW,74,0,adaptive_gain_before_q14,-1,
OVERFLOW,74,0,pitch_instability_flag_q0,-1,
OVERFLOW,74,0,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,74,0,fixed_gain_q14,-1,
OVERFLOW,74,0,past_exc_rms_x100,-1,
OVERFLOW,74,0,past_tail_rms_x100,-1,
OVERFLOW,74,0,adaptive_v_rms_x100,-1,
OVERFLOW,74,0,pitch_contrib_rms_x100,-1,
OVERFLOW,74,0,fixed_contrib_rms_x100,-1,
OVERFLOW,74,0,excitation_u_rms_x100,-1,
OVERFLOW,74,0,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,74,0,past_to_fixed_ratio_x100,-1,
OVERFLOW,75,1,bitstream_ga,-1,
OVERFLOW,75,1,bitstream_gb,-1,
OVERFLOW,75,1,pitch_t_int,-1,
OVERFLOW,75,1,pitch_t_frac,-1,
OVERFLOW,75,1,adaptive_gain_before_q14,-1,
OVERFLOW,75,1,pitch_instability_flag_q0,-1,
OVERFLOW,75,1,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,75,1,fixed_gain_q14,-1,
OVERFLOW,75,1,past_exc_rms_x100,-1,
OVERFLOW,75,1,past_tail_rms_x100,-1,
OVERFLOW,75,1,adaptive_v_rms_x100,-1,
OVERFLOW,75,1,pitch_contrib_rms_x100,-1,
OVERFLOW,75,1,fixed_contrib_rms_x100,-1,
OVERFLOW,75,1,excitation_u_rms_x100,-1,
OVERFLOW,75,1,pitch_to_fixed_ratio_x100,-1,
OVERFLOW,75,1,past_to_fixed_ratio_x100,-1,
OVERFLOW,76,0,bitstream_ga,-1,
OVERFLOW,76,0,bitstream_gb,-1,
OVERFLOW,76,0,pitch_t_int,-1,
OVERFLOW,76,0,pitch_t_frac,-1,
OVERFLOW,76,0,adaptive_gain_before_q14,-1,
OVERFLOW,76,0,pitch_instability_flag_q0,-1,
OVERFLOW,76,0,adaptive_gain_after_pitch_instability_q14,-1,
OVERFLOW,76,0,fixed_gain_q14,-1,
OVERFLOW,76,0,past_exc_rms_x100,-1,
OVERFLOW,76,0,past_tail_rms_x100,-1,
OVERFLOW,76,0,adaptive_v_rms_x100,-1,
OVERFLOW,76,0,pitch_contrib_rms_x100,-1,
OVERFLOW,76,0,fixed_contrib_rms_x100,-1,
OVERFLOW,76,0,excitation_u_rms_x100,-1,
