source,frame,sub,field,index,expected,note
TAME,0,0,fixed_c_q13,27,0,formula_ok
TAME,0,0,fixed_c_q13,28,0,formula_ok
TAME,0,0,fixed_c_q13,29,0,formula_ok
TAME,0,0,fixed_c_q13,30,0,formula_ok
TAME,0,0,fixed_c_q13,31,0,formula_ok
TAME,0,0,fixed_c_q13,32,0,formula_ok
TAME,0,0,fixed_c_q13,33,0,formula_ok
TAME,0,0,fixed_c_q13,34,0,formula_ok
TAME,0,0,fixed_c_q13,35,0,formula_ok
TAME,0,0,fixed_c_q13,36,0,formula_ok
TAME,0,0,fixed_c_q13,37,0,formula_ok
TAME,0,0,fixed_c_q13,38,0,formula_ok
TAME,0,0,fixed_c_q13,39,0,formula_ok
TAME,0,0,pst_pcm_q0,0,2,pst_file
TAME,0,0,pst_pcm_q0,1,2,pst_file
TAME,0,0,pst_pcm_q0,2,0,pst_file
TAME,0,0,pst_pcm_q0,3,0,pst_file
TAME,0,0,pst_pcm_q0,4,0,pst_file
TAME,0,0,pst_pcm_q0,5,0,pst_file
TAME,0,0,pst_pcm_q0,6,0,pst_file
TAME,0,0,pst_pcm_q0,7,0,pst_file
TAME,0,0,pst_pcm_q0,8,0,pst_file
TAME,0,0,pst_pcm_q0,9,0,pst_file
TAME,0,0,pst_pcm_q0,10,0,pst_file
TAME,0,0,pst_pcm_q0,11,0,pst_file
TAME,0,0,pst_pcm_q0,12,0,pst_file
TAME,0,0,pst_pcm_q0,13,0,pst_file
TAME,0,0,pst_pcm_q0,14,0,pst_file
TAME,0,0,pst_pcm_q0,15,0,pst_file
TAME,0,0,pst_pcm_q0,16,0,pst_file
TAME,0,0,pst_pcm_q0,17,0,pst_file
TAME,0,0,pst_pcm_q0,18,0,pst_file
TAME,0,0,pst_pcm_q0,19,0,pst_file
TAME,0,0,pst_pcm_q0,20,0,pst_file
TAME,0,0,pst_pcm_q0,21,0,pst_file
TAME,0,0,pst_pcm_q0,22,0,pst_file
TAME,0,0,pst_pcm_q0,23,0,pst_file
TAME,0,0,pst_pcm_q0,24,0,pst_file
TAME,0,0,pst_pcm_q0,25,0,pst_file
TAME,0,0,pst_pcm_q0,26,0,pst_file
TAME,0,0,pst_pcm_q0,27,0,pst_file
TAME,0,0,pst_pcm_q0,28,0,pst_file
TAME,0,0,pst_pcm_q0,29,0,pst_file
TAME,0,0,pst_pcm_q0,30,0,pst_file
TAME,0,0,pst_pcm_q0,31,0,pst_file
TAME,0,0,pst_pcm_q0,32,0,pst_file
TAME,0,0,pst_pcm_q0,33,0,pst_file
TAME,0,0,pst_pcm_q0,34,0,pst_file
TAME,0,0,pst_pcm_q0,35,0,pst_file
TAME,0,0,pst_pcm_q0,36,0,pst_file
TAME,0,0,pst_pcm_q0,37,0,pst_file
TAME,0,0,pst_pcm_q0,38,0,pst_file
TAME,0,0,pst_pcm_q0,39,0,pst_file
TAME,0,0,hp_inverse_low_q0,0,1,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_high_q0,0,1,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_low_q0,1,1,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_high_q0,1,1,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_low_q0,2,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_high_q0,2,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_low_q0,3,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_high_q0,3,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_low_q0,4,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_high_q0,4,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_low_q0,5,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_high_q0,5,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_low_q0,6,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_high_q0,6,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_low_q0,7,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_high_q0,7,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_low_q0,8,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_high_q0,8,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_low_q0,9,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_high_q0,9,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_low_q0,10,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_high_q0,10,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_low_q0,11,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_high_q0,11,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_low_q0,12,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_high_q0,12,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_low_q0,13,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_high_q0,13,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_low_q0,14,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_high_q0,14,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_low_q0,15,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_high_q0,15,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_low_q0,16,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_high_q0,16,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_low_q0,17,0,derived_from_pst_x2_inverse
TAME,0,0,hp_inverse_high_q0,17,0,derived_from_pst_x2_inverse
